date,hour,department,service,is_24_7,operating,demand,simulated_arrivals,patients_served,patients_remaining,maximum_queue,average_wait_minutes,maximum_wait_minutes,capacity,utilization_pct,congestion_status
2026-08-25,7,DAYCASE,Day Surgery,False,False,0.6853812996206219,0,0,5,5,0.0,0.0,0.0,0.0,Closed
2026-08-25,8,DAYCASE,Day Surgery,False,True,1.2370228166623642,2,6,1,1,411.8333333333333,782.0,6.0,33.33333333333333,Moderate
2026-08-25,9,DAYCASE,Day Surgery,False,True,1.3943823381726457,3,4,0,0,8.0,32.0,6.0,50.0,Low
2026-08-25,10,DAYCASE,Day Surgery,False,True,1.2339592755724098,1,1,0,0,0.0,0.0,6.0,16.666666666666664,Low
2026-08-25,11,DAYCASE,Day Surgery,False,True,1.263351001275997,1,1,0,0,0.0,0.0,6.0,16.666666666666664,Low
2026-08-25,12,DAYCASE,Day Surgery,False,True,1.0488770425999887,0,0,0,0,0.0,0.0,6.0,0.0,Low
2026-08-25,13,DAYCASE,Day Surgery,False,True,0.7869260444653909,2,2,0,0,0.0,0.0,6.0,33.33333333333333,Low
2026-08-25,14,DAYCASE,Day Surgery,False,True,0.6561480134546134,1,1,0,0,0.0,0.0,6.0,16.666666666666664,Low
2026-08-25,15,DAYCASE,Day Surgery,False,True,0.6246084697791757,0,0,0,0,0.0,0.0,6.0,0.0,Low
2026-08-25,16,DAYCASE,Day Surgery,False,True,0.5838523310494229,0,0,0,0,0.0,0.0,6.0,0.0,Low
2026-08-25,17,DAYCASE,Day Surgery,False,False,0.1747989882165694,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,18,DAYCASE,Day Surgery,False,False,0.1284034118031215,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,19,DAYCASE,Day Surgery,False,False,0.1284034118031215,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,20,DAYCASE,Day Surgery,False,False,0.1284034118031215,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,21,DAYCASE,Day Surgery,False,False,0.1284034118031215,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,22,DAYCASE,Day Surgery,False,False,0.1284034118031215,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,23,DAYCASE,Day Surgery,False,False,0.1284034118031215,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-26,0,DAYCASE,Day Surgery,False,False,0.2108969810962098,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,1,DENTAL,Dental Consultation,False,False,0.977934026511606,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,2,DENTAL,Dental Consultation,False,False,0.279882178081217,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,3,DENTAL,Dental Consultation,False,False,0.2706161194276859,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,4,DENTAL,Dental Consultation,False,False,0.300160980492892,2,0,3,3,0.0,0.0,0.0,0.0,Closed
2026-08-19,5,DENTAL,Dental Consultation,False,False,0.1637350907126578,0,0,3,3,0.0,0.0,0.0,0.0,Closed
2026-08-19,6,DENTAL,Dental Consultation,False,False,0.6944426336255166,0,0,3,3,0.0,0.0,0.0,0.0,Closed
2026-08-19,7,DENTAL,Dental Consultation,False,False,1.492680708531111,3,0,6,6,0.0,0.0,0.0,0.0,Closed
2026-08-19,8,DENTAL,Dental Consultation,False,True,3.5768513555266788,3,9,0,0,105.33333333333331,395.0,12.0,25.0,Low
2026-08-19,9,DENTAL,Dental Consultation,False,True,5.386220659083512,5,5,0,0,0.0,0.0,12.0,41.66666666666667,Low
2026-08-19,10,DENTAL,Dental Consultation,False,True,4.155221682655082,5,5,0,0,0.0,0.0,12.0,41.66666666666667,Low
2026-08-19,11,DENTAL,Dental Consultation,False,True,2.3206795424024054,4,4,0,0,0.0,0.0,12.0,33.33333333333333,Low
2026-08-19,12,DENTAL,Dental Consultation,False,True,1.6151899025539025,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-19,13,DENTAL,Dental Consultation,False,True,0.9661201641016016,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-19,14,DENTAL,Dental Consultation,False,True,0.8189769870947439,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-19,15,DENTAL,Dental Consultation,False,True,0.6068762116347621,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-19,16,DENTAL,Dental Consultation,False,True,0.2900698304129146,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-19,17,DENTAL,Dental Consultation,False,False,0.158127620134768,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,18,DENTAL,Dental Consultation,False,False,0.0958701044523767,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,19,DENTAL,Dental Consultation,False,False,0.0958701044523767,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,20,DENTAL,Dental Consultation,False,False,0.0958701044523767,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,21,DENTAL,Dental Consultation,False,False,0.0958701044523767,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,22,DENTAL,Dental Consultation,False,False,0.0958701044523767,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,23,DENTAL,Dental Consultation,False,False,0.0958701044523767,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,0,DENTAL,Dental Consultation,False,False,0.2537197430041499,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,1,DENTAL,Dental Consultation,False,False,0.2122417871461666,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,2,DENTAL,Dental Consultation,False,False,0.1801379334183245,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,3,DENTAL,Dental Consultation,False,False,0.1801379334183245,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,4,DENTAL,Dental Consultation,False,False,0.1397083802631407,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,5,DENTAL,Dental Consultation,False,False,0.0279518264601042,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,6,DENTAL,Dental Consultation,False,False,0.52530885384631,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,7,DENTAL,Dental Consultation,False,False,1.2004898803043,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-20,8,DENTAL,Dental Consultation,False,True,3.2513645807440152,2,3,0,0,14.666666666666666,44.0,12.0,16.666666666666664,Low
2026-08-20,9,DENTAL,Dental Consultation,False,True,3.9824771225517055,7,7,0,0,0.0,0.0,12.0,58.333333333333336,Low
2026-08-20,10,DENTAL,Dental Consultation,False,True,2.960651847889144,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-20,11,DENTAL,Dental Consultation,False,True,2.2479610542915425,3,3,0,0,0.0,0.0,12.0,25.0,Low
2026-08-20,12,DENTAL,Dental Consultation,False,True,1.5715688476315732,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-20,13,DENTAL,Dental Consultation,False,True,0.8116101954523429,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-20,14,DENTAL,Dental Consultation,False,True,0.7421806701950526,3,3,0,0,0.0,0.0,12.0,25.0,Low
2026-08-20,15,DENTAL,Dental Consultation,False,True,0.5469175631470945,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-20,16,DENTAL,Dental Consultation,False,True,0.28477391675443,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-20,17,DENTAL,Dental Consultation,False,False,0.1611885885716139,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,18,DENTAL,Dental Consultation,False,False,0.0887636110084167,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,19,DENTAL,Dental Consultation,False,False,0.0887636110084167,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,20,DENTAL,Dental Consultation,False,False,0.0887636110084167,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,21,DENTAL,Dental Consultation,False,False,0.0887636110084167,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,22,DENTAL,Dental Consultation,False,False,0.0887636110084167,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-20,23,DENTAL,Dental Consultation,False,False,0.0887636110084167,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,0,DENTAL,Dental Consultation,False,False,0.1076376707355729,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,1,DENTAL,Dental Consultation,False,False,0.0661597148775898,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,2,DENTAL,Dental Consultation,False,False,0.0047698262482924,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,3,DENTAL,Dental Consultation,False,False,0.0047698262482924,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,4,DENTAL,Dental Consultation,False,False,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,5,DENTAL,Dental Consultation,False,False,0.2881696469523336,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,6,DENTAL,Dental Consultation,False,False,0.2826917979374324,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,7,DENTAL,Dental Consultation,False,False,0.990845654190371,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-21,8,DENTAL,Dental Consultation,False,True,2.799783188048929,1,2,0,0,17.0,34.0,12.0,8.333333333333332,Low
2026-08-21,9,DENTAL,Dental Consultation,False,True,3.366674211516739,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-21,10,DENTAL,Dental Consultation,False,True,2.511967130287277,3,3,0,0,0.0,0.0,12.0,25.0,Low
2026-08-21,11,DENTAL,Dental Consultation,False,True,2.0973990764822554,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-21,12,DENTAL,Dental Consultation,False,True,1.4181209285257934,3,3,0,0,0.0,0.0,12.0,25.0,Low
2026-08-21,13,DENTAL,Dental Consultation,False,True,0.789388132541624,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-21,14,DENTAL,Dental Consultation,False,True,0.6390456884378234,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-21,15,DENTAL,Dental Consultation,False,True,0.526164083187049,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-21,16,DENTAL,Dental Consultation,False,True,0.2640204367943844,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-21,17,DENTAL,Dental Consultation,False,False,0.0686688443916359,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,18,DENTAL,Dental Consultation,False,False,0.0647377007195991,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,19,DENTAL,Dental Consultation,False,False,0.0647377007195991,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,20,DENTAL,Dental Consultation,False,False,0.0647377007195991,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,21,DENTAL,Dental Consultation,False,False,0.0647377007195991,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,22,DENTAL,Dental Consultation,False,False,0.0647377007195991,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-21,23,DENTAL,Dental Consultation,False,False,0.0647377007195991,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,0,DENTAL,Dental Consultation,False,False,0.1494389452625242,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,1,DENTAL,Dental Consultation,False,False,0.1109019478487627,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,2,DENTAL,Dental Consultation,False,False,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,3,DENTAL,Dental Consultation,False,False,0.2327978848211845,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,4,DENTAL,Dental Consultation,False,False,0.0,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,5,DENTAL,Dental Consultation,False,False,0.2310324713605876,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,6,DENTAL,Dental Consultation,False,False,0.339175581096435,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,7,DENTAL,Dental Consultation,False,False,0.6421133724067176,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-22,8,DENTAL,Dental Consultation,False,True,1.056062800299991,0,1,0,0,44.0,44.0,12.0,0.0,Low
2026-08-22,9,DENTAL,Dental Consultation,False,True,1.5941792808021986,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-22,10,DENTAL,Dental Consultation,False,True,1.3738301403800652,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-22,11,DENTAL,Dental Consultation,False,True,1.377829415393356,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-22,12,DENTAL,Dental Consultation,False,True,0.5877639968306516,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-22,13,DENTAL,Dental Consultation,False,True,0.4350945585751747,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-22,14,DENTAL,Dental Consultation,False,True,0.291002133214847,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-22,15,DENTAL,Dental Consultation,False,True,0.1631375850413152,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-22,16,DENTAL,Dental Consultation,False,True,0.1392870501688012,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-22,17,DENTAL,Dental Consultation,False,False,0.0798218892871314,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,18,DENTAL,Dental Consultation,False,False,0.0758907456150946,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,19,DENTAL,Dental Consultation,False,False,0.0758907456150946,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,20,DENTAL,Dental Consultation,False,False,0.0758907456150946,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,21,DENTAL,Dental Consultation,False,False,0.0758907456150946,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,22,DENTAL,Dental Consultation,False,False,0.0758907456150946,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-22,23,DENTAL,Dental Consultation,False,False,0.0758907456150946,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,0,DENTAL,Dental Consultation,False,False,0.1478862880900513,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,1,DENTAL,Dental Consultation,False,False,0.1093492906762899,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,2,DENTAL,Dental Consultation,False,False,0.0,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,3,DENTAL,Dental Consultation,False,False,0.2312452276487117,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,4,DENTAL,Dental Consultation,False,False,0.0,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,5,DENTAL,Dental Consultation,False,False,0.2294798141881149,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,6,DENTAL,Dental Consultation,False,False,0.3376229239239621,1,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-23,7,DENTAL,Dental Consultation,False,False,0.6405607152342446,0,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-23,8,DENTAL,Dental Consultation,False,True,1.045396482750115,3,5,0,0,130.4,539.0,12.0,25.0,Low
2026-08-23,9,DENTAL,Dental Consultation,False,True,1.5835129632523226,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-23,10,DENTAL,Dental Consultation,False,True,1.3150710168480615,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-23,11,DENTAL,Dental Consultation,False,True,1.3657656322481269,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-23,12,DENTAL,Dental Consultation,False,True,0.5757002136854226,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-23,13,DENTAL,Dental Consultation,False,True,0.423030775429946,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-23,14,DENTAL,Dental Consultation,False,True,0.278938350069618,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-23,15,DENTAL,Dental Consultation,False,True,0.151073801896086,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-23,16,DENTAL,Dental Consultation,False,True,0.1377343929963284,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-23,17,DENTAL,Dental Consultation,False,False,0.0784977300039474,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,18,DENTAL,Dental Consultation,False,False,0.0745665863319106,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,19,DENTAL,Dental Consultation,False,False,0.0745665863319106,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,20,DENTAL,Dental Consultation,False,False,0.0745665863319106,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,21,DENTAL,Dental Consultation,False,False,0.0745665863319106,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,22,DENTAL,Dental Consultation,False,False,0.0745665863319106,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-23,23,DENTAL,Dental Consultation,False,False,0.0745665863319106,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-24,0,DENTAL,Dental Consultation,False,False,0.1742034371326085,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-24,1,DENTAL,Dental Consultation,False,False,0.1327254812746254,1,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-24,2,DENTAL,Dental Consultation,False,False,0.1006216275467834,0,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-24,3,DENTAL,Dental Consultation,False,False,0.1006216275467834,0,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-24,4,DENTAL,Dental Consultation,False,False,0.0601920743915994,0,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-24,5,DENTAL,Dental Consultation,False,False,0.0,0,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-24,6,DENTAL,Dental Consultation,False,False,0.5269096617010866,0,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-24,7,DENTAL,Dental Consultation,False,False,1.1360388033490485,0,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-24,8,DENTAL,Dental Consultation,False,True,3.4089639642742533,6,8,0,0,161.5,882.0,12.0,50.0,Low
2026-08-24,9,DENTAL,Dental Consultation,False,True,4.182920767257382,4,4,0,0,0.0,0.0,12.0,33.33333333333333,Low
2026-08-24,10,DENTAL,Dental Consultation,False,True,3.2392810985438345,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-24,11,DENTAL,Dental Consultation,False,True,2.433838742543488,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-24,12,DENTAL,Dental Consultation,False,True,1.6345573383480656,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-24,13,DENTAL,Dental Consultation,False,True,0.8246964823940732,1,1,0,0,0.0,0.0,12.0,8.333333333333332,Low
2026-08-24,14,DENTAL,Dental Consultation,False,True,0.8510134516302991,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-24,15,DENTAL,Dental Consultation,False,True,0.6059087071075909,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-24,16,DENTAL,Dental Consultation,False,True,0.2891023258857434,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-24,17,DENTAL,Dental Consultation,False,False,0.1505451450695263,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-24,18,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-24,19,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-24,20,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-24,21,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-24,22,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-24,23,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-25,0,DENTAL,Dental Consultation,False,False,0.1816841151069705,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-25,1,DENTAL,Dental Consultation,False,False,0.1402061592489874,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,2,DENTAL,Dental Consultation,False,False,0.1081023055211453,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,3,DENTAL,Dental Consultation,False,False,0.1081023055211453,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,4,DENTAL,Dental Consultation,False,False,0.0676727523659615,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,5,DENTAL,Dental Consultation,False,False,0.0,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,6,DENTAL,Dental Consultation,False,False,0.5457912997047383,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,7,DENTAL,Dental Consultation,False,False,1.1667114498355968,1,0,2,2,0.0,0.0,0.0,0.0,Closed
2026-08-25,8,DENTAL,Dental Consultation,False,True,3.451724104748932,2,4,0,0,111.75,403.0,12.0,16.666666666666664,Low
2026-08-25,9,DENTAL,Dental Consultation,False,True,4.331056210317825,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-25,10,DENTAL,Dental Consultation,False,True,3.3770466649031894,7,7,0,0,0.0,0.0,12.0,58.333333333333336,Low
2026-08-25,11,DENTAL,Dental Consultation,False,True,2.465775253579808,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-25,12,DENTAL,Dental Consultation,False,True,1.6730982095312923,2,2,0,0,0.0,0.0,12.0,16.666666666666664,Low
2026-08-25,13,DENTAL,Dental Consultation,False,True,0.985479468216306,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-25,14,DENTAL,Dental Consultation,False,True,0.8515605430604682,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-25,15,DENTAL,Dental Consultation,False,True,0.7217951897747662,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-25,16,DENTAL,Dental Consultation,False,True,0.2840523522694892,0,0,0,0,0.0,0.0,12.0,0.0,Low
2026-08-25,17,DENTAL,Dental Consultation,False,False,0.1505451450695263,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-25,18,DENTAL,Dental Consultation,False,False,0.0882876293871349,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,19,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,20,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,21,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,22,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-25,23,DENTAL,Dental Consultation,False,False,0.0882876293871349,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-26,0,DENTAL,Dental Consultation,False,False,0.2991159318314189,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,1,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0004894227732387,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,2,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.1273816414501629,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,3,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.1273816414501629,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,4,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.1296310437117612,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,5,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.1196430216611959,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,6,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.2272921955782146,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,7,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.235110827073339,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,8,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.2784500630110639,0,1,0,0,77.0,77.0,18.0,0.0,Low
2026-08-19,9,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.2763674561701598,0,0,0,0,0.0,0.0,18.0,0.0,Low
2026-08-19,10,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.1515343212605105,1,1,0,0,0.0,0.0,18.0,5.555555555555555,Low
2026-08-19,11,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.1516219305082493,0,0,0,0,0.0,0.0,18.0,0.0,Low
2026-08-19,12,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.1063810013360887,0,0,0,0,0.0,0.0,18.0,0.0,Low
2026-08-19,13,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.1053706905082918,0,0,0,0,0.0,0.0,18.0,0.0,Low
2026-08-19,14,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.1053706905082918,0,0,0,0,0.0,0.0,18.0,0.0,Low
2026-08-19,15,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.1053706905082918,0,0,0,0,0.0,0.0,18.0,0.0,Low
2026-08-19,16,DIABETIC CLINIC,Diabetic Clinic Consultation,False,True,0.0994427098482359,0,0,0,0,0.0,0.0,18.0,0.0,Low
2026-08-19,17,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0903675338725435,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,18,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0903675338725435,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,19,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0903675338725435,0,0,0,0,0.0,0.0,0.0,0.0,Closed
2026-08-19,20,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0903675338725435,1,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,21,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0903675338725435,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,22,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0903675338725435,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-19,23,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0903675338725435,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-20,0,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0889190670042787,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-20,1,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0889190670042787,0,0,1,1,0.0,0.0,0.0,0.0,Closed
2026-08-20,2,DIABETIC CLINIC,Diabetic Clinic Consultation,False,False,0.0882736291016117,0,0,1,1,0.0,0.0,0.0,0.0,Closed
